context_0,context_1,context_2,inter_scale,eff_visibility,main_effector_0,main_effector_1,main_effector_2,main_effector_3,main_effector_4,main_effector_5,main_effector_6,main_effector_7,main_effector_8,main_effector_9,main_effector_10
39,0.0,0.0,0.5563582817163796,0.5336439920321357,0.5563582817163796,0.0,0.0,0.0,0.0,0.0,0.04426784968642053,0.020210377307712083,0.4893761423457152,0.002510197691599312,0.13504221636016558,0.0
40,0.0,0.0,0.6254556967067383,0.6229517843302065,0.6254556967067383,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.002503912376531775,0.13504221636016558,0.0,0.022714289684243855,0.0
41,0.0,0.0,0.8851681609475465,0.8851681609475465,0.8851681609475465,0.0,0.0,0.0,0.0,0.0474458759627186,0.8624538712633025,0.0,0.022714289684243855,0.0,0.002503912376531775,0.0
42,0.0,0.0,0.9797896226922879,0.9355217730058675,0.9797896226922879,0.0,0.0,0.0,0.0,0.5229370074876574,0.9330178606293357,0.0,0.002503912376531775,0.0,0.04426784968642053,0.0
43,0.0,0.0,0.9974960876234682,0.5538543693398477,0.9974960876234682,0.0,0.0,0.0,0.0,0.876924286342174,0.5095865196534273,0.04426784968642053,0.0,0.0,0.4879095679700409,0.0
44,0.0,0.0,1.0,0.6254556967067383,1.0,0.0,0.0,0.0,0.0,0.5245088684750612,0.18181397842311792,0.4436417182836204,0.0,0.0,0.8181860215768821,0.0
45,0.0,0.0,1.0,0.8851681609475465,1.0,0.0,0.0,0.0,0.0,0.1447370110032807,0.5106238576542848,0.37454430329326166,0.0,0.0,0.4893761423457152,0.0
46,0.0,0.0,1.0,0.9797896226922879,1.0,0.0,0.0,0.0,0.0,0.07179084366668377,0.8649577836398342,0.11483183905245352,0.0,0.0,0.13504221636016558,0.0
47,0.0,0.0,1.0,0.9974960876234682,1.0,0.0,0.0,0.0,0.0,0.5256206778461678,0.9330178606293357,0.020210377307712083,0.0,0.0,0.022714289684243855,0.0
48,0.0,0.04426784968642053,0.9557321503135794,1.0,1.0,0.0,0.0,0.0,0.0,0.876924286342174,0.5095865196534273,0.046771762062952305,0.0,0.0,0.002503912376531775,0.0
49,0.0,0.4879095679700409,0.5120904320299591,1.0,1.0,0.0,0.0,0.0,0.0,0.5245088684750612,0.13754612873669736,0.4879095679700409,0.0,0.0,0.0,0.0
50,0.0,0.8181860215768821,0.13754612873669736,0.9557321503135794,0.9557321503135794,0.0,0.0,0.0,0.0,0.1447370110032807,0.022714289684243855,0.8181860215768821,0.0,0.0,0.0,0.0
51,0.0,0.4893761423457152,0.022714289684243855,0.5120904320299591,0.5120904320299591,0.0,0.0,0.0,0.0,0.024344967703965173,0.002503912376531775,0.4893761423457152,0.0,0.0,0.0,0.0
52,0.0,0.13504221636016558,0.002503912376531775,0.13754612873669736,0.13754612873669736,0.0,0.0,0.0,0.0,0.0026836703585104422,0.0,0.13504221636016558,0.0,0.0,0.0,0.0
53,0.0,0.022714289684243855,0.0,0.022714289684243855,0.022714289684243855,0.0,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,0.0,0.0,0.0,0.0
54,0.0,0.002503912376531775,0.04426784968642053,0.046771762062952305,0.046771762062952305,0.0,0.0,0.0,0.0,0.0,0.0,0.002503912376531775,0.0,0.0,0.04426784968642053,0.0
55,0.0,0.0,0.4879095679700409,0.4879095679700409,0.4879095679700409,0.0,0.0,0.0,0.0,0.0,0.04426784968642053,0.0,0.0,0.0,0.4879095679700409,0.0
56,0.0,0.0,0.8624538712633025,0.8624538712633025,0.8624538712633025,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.8624538712633025,0.0
57,0.0,0.0,0.9772857103157561,0.9772857103157561,0.9772857103157561,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,0.0,0.0,0.0,0.9330178606293357,0.04426784968642053
58,0.0,0.04426784968642053,0.9974960876234682,0.9974960876234682,0.9974960876234682,0.0,0.0,0.0,0.0,0.0,0.9330178606293357,0.04426784968642053,0.0,0.0,0.5538543693398477,0.4879095679700409
59,0.0,0.4879095679700409,1.0,0.9557321503135794,1.0,0.0,0.0,0.0,0.0,0.0,0.5095865196534273,0.4879095679700409,0.0,0.0,0.6254556967067383,0.8181860215768821
60,0.0,0.8624538712633025,1.0,0.5120904320299591,1.0,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,0.8624538712633025,0.04426784968642053,0.0,0.8851681609475465,0.4893761423457152
61,0.0,0.9772857103157561,1.0,0.13754612873669736,1.0,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,0.9772857103157561,0.4879095679700409,0.0,0.9355217730058675,0.13504221636016558
62,0.0,0.9974960876234682,1.0,0.022714289684243855,1.0,0.0,0.0,0.0,0.0,0.0,0.002503912376531775,0.9974960876234682,0.8181860215768821,0.0,0.5095865196534273,0.022714289684243855
63,0.0,1.0,0.9557321503135794,0.002503912376531775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4893761423457152,0.0,0.13754612873669736,0.002503912376531775
64,0.0,1.0,0.5120904320299591,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13504221636016558,0.0,0.022714289684243855,0.0
65,0.0,1.0,0.13754612873669736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022714289684243855,0.0,0.002503912376531775,0.0
66,0.0,1.0,0.022714289684243855,0.04426784968642053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002503912376531775,0.0,0.0,0.0
67,0.0,1.0,0.046771762062952305,0.4879095679700409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,0.0,1.0,0.4879095679700409,0.8624538712633025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,0.0,1.0,0.8624538712633025,0.9772857103157561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,0.0,1.0,0.9772857103157561,0.9532282379370476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,0.0,0.9557321503135794,0.9974960876234682,0.5120904320299591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,0.0,0.5563582817163796,1.0,0.13754612873669736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,0.0,0.6254556967067383,0.9557321503135794,0.022714289684243855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,0.0,0.8851681609475465,0.5120904320299591,0.002503912376531775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,0.0,0.9355217730058675,0.18181397842311792,0.04426784968642053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557321503135794,0.0,0.0,0.0,0.0
76,0.0,0.5095865196534273,0.5106238576542848,0.4879095679700409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120904320299591,0.0,0.0,0.0,0.0
77,0.0,0.18181397842311792,0.8206899339534138,0.8181860215768821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,0.0,0.0,0.0,0.0
78,0.0,0.5106238576542848,0.4893761423457152,0.4893761423457152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,0.0,0.0,0.0,0.0
79,0.0,0.8649577836398342,0.13504221636016558,0.17931006604658611,1.0,0.0,0.0,0.0,0.0,0.0,0.04426784968642053,0.002503912376531775,0.0,0.0,0.04426784968642053,0.0
80,0.0,0.9772857103157561,0.022714289684243855,0.5106238576542848,1.0,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.4879095679700409,0.0
81,0.0,0.9974960876234682,0.002503912376531775,0.8649577836398342,1.0,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,0.0,0.0,0.0,0.8181860215768821,0.0
82,0.0,1.0,0.0,0.9772857103157561,1.0,0.0,0.0,0.0,0.0,0.0,0.9330178606293357,0.0,0.0,0.0,0.4893761423457152,0.0
83,0.0,1.0,0.0,0.9974960876234682,1.0,0.0,0.0,0.0,0.0,0.0,0.5095865196534273,0.0,0.04426784968642053,0.0,0.13504221636016558,0.0
84,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,0.04426784968642053,0.4879095679700409,0.0,0.022714289684243855,0.0
85,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,0.4879095679700409,0.8181860215768821,0.0,0.002503912376531775,0.0
86,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.046771762062952305,0.8181860215768821,0.4893761423457152,0.0,0.0,0.0
87,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.4893761423457152,0.13504221636016558,0.0,0.0,0.0
88,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,0.17931006604658611,0.022714289684243855,0.0,0.0,0.0
89,0.0,1.0,0.0,0.9557321503135794,1.0,0.0,0.0,0.0,0.0,0.0,0.9330178606293357,0.5106238576542848,0.046771762062952305,0.0,0.0,0.0
90,0.0,1.0,0.0,0.5563582817163796,1.0,0.0,0.0,0.0,0.0,0.0,0.5538543693398477,0.8649577836398342,0.4879095679700409,0.0,0.0,0.0
91,0.0,1.0,0.0,0.6254556967067383,1.0,0.0,0.0,0.0,0.0,0.0,0.6254556967067383,0.9772857103157561,0.8181860215768821,0.0,0.0,0.0
92,0.0,1.0,0.0,0.8851681609475465,1.0,0.0,0.0,0.0,0.0,0.0,0.8851681609475465,0.9974960876234682,0.4893761423457152,0.0,0.0,0.0
93,0.0,1.0,0.0,0.9797896226922879,1.0,0.0,0.0,0.0,0.0,0.0,0.9355217730058675,1.0,0.13504221636016558,0.0,0.04426784968642053,0.0
94,0.0,1.0,0.0,0.9532282379370476,1.0,0.0,0.0,0.0,0.0,0.0,0.5095865196534273,1.0,0.022714289684243855,0.0,0.4879095679700409,0.0
95,0.0,1.0,0.0,0.5563582817163796,1.0,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,1.0,0.002503912376531775,0.0,0.8181860215768821,0.0
96,0.0,1.0,0.0,0.6254556967067383,1.0,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,1.0,0.04426784968642053,0.0,0.4893761423457152,0.0
97,0.0,1.0,0.0,0.8851681609475465,1.0,0.04426784968642053,0.0,0.0,0.0,0.0,0.002503912376531775,1.0,0.4879095679700409,0.0,0.13504221636016558,0.0
98,0.0,1.0,0.0,0.9797896226922879,1.0,0.4879095679700409,0.0,0.0,0.0,0.0474458759627186,0.0,1.0,0.8181860215768821,0.0,0.022714289684243855,0.0
99,0.0,1.0,0.0,0.9974960876234682,1.0,0.8624538712633025,0.0,0.0,0.0,0.5229370074876574,0.0,1.0,0.4893761423457152,0.0,0.002503912376531775,0.0
100,0.0,1.0,0.0,1.0,1.0,0.9772857103157561,0.0,0.0,0.0,0.876924286342174,0.0,1.0,0.13504221636016558,0.0,0.0,0.0
101,0.0,1.0,0.0,0.9557321503135794,1.0,0.9532282379370476,0.0,0.0,0.0,0.5245088684750612,0.0,1.0,0.022714289684243855,0.0,0.0,0.0
102,0.0,1.0,0.0,0.5120904320299591,1.0,0.5120904320299591,0.0,0.0,0.0,0.1447370110032807,0.0,1.0,0.046771762062952305,0.0,0.0,0.0
103,0.0,1.0,0.0,0.13754612873669736,1.0,0.13754612873669736,0.0,0.0,0.0,0.024344967703965173,0.0,1.0,0.4436417182836204,0.0,0.0,0.0
104,0.0,1.0,0.0,0.022714289684243855,1.0,0.022714289684243855,0.0,0.0,0.0,0.0026836703585104422,0.0,1.0,0.37454430329326166,0.0,0.0,0.0
105,0.0,1.0,0.0,0.046771762062952305,1.0,0.002503912376531775,0.0,0.0,0.0,0.0,0.04426784968642053,1.0,0.11483183905245352,0.0,0.0,0.04426784968642053
106,0.0,1.0,0.0,0.4879095679700409,1.0,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,1.0,0.020210377307712083,0.0,0.0,0.4436417182836204
107,0.0,1.0,0.0,0.8624538712633025,1.0,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,1.0,0.002503912376531775,0.0,0.0,0.37454430329326166
108,0.0,1.0,0.0,0.9772857103157561,1.0,0.0,0.0,0.0,0.0,0.0,0.9772857103157561,1.0,0.0,0.0,0.0,0.11483183905245352
109,0.0,1.0,0.0,0.9974960876234682,1.0,0.0,0.0,0.0,0.0,0.0,0.9974960876234682,1.0,0.0,0.0,0.0,0.020210377307712083
110,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.04426784968642053,0.002503912376531775
111,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4879095679700409,0.0
112,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9557321503135794,0.0,0.0,0.8624538712633025,0.0
113,0.0,1.0,0.0,0.9557321503135794,0.9557321503135794,0.0,0.0,0.0,0.0,0.0,0.9557321503135794,0.5120904320299591,0.0,0.0,0.9330178606293357,0.0
114,0.0,1.0,0.0,0.5563582817163796,0.5563582817163796,0.0,0.0,0.0,0.0,0.0,0.5120904320299591,0.13754612873669736,0.0,0.0,0.5095865196534273,0.04426784968642053
115,0.0,1.0,0.0,0.6254556967067383,0.6254556967067383,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,0.022714289684243855,0.0,0.0,0.13754612873669736,0.4879095679700409
116,0.0,0.9557321503135794,0.0,0.840900311261126,0.840900311261126,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,0.002503912376531775,0.0,0.0,0.022714289684243855,0.8181860215768821
117,0.0,0.5563582817163796,0.0,0.5361479044086674,0.5361479044086674,0.0,0.0,0.0,0.0,0.0,0.046771762062952305,0.0,0.0,0.0,0.002503912376531775,0.4893761423457152
118,0.0,0.6254556967067383,0.0,0.6229517843302065,0.6229517843302065,0.04426784968642053,0.0,0.0,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.0,0.13504221636016558
119,0.0,0.8851681609475465,0.0,0.840900311261126,0.8851681609475465,0.4879095679700409,0.0,0.0,0.0,0.0,0.8181860215768821,0.04426784968642053,0.0,0.0,0.0,0.022714289684243855
120,0.0,0.9797896226922879,0.0,0.5361479044086674,0.9797896226922879,0.8624538712633025,0.0,0.0,0.0,0.0,0.4893761423457152,0.4879095679700409,0.0,0.0,0.0,0.002503912376531775
121,0.0,0.9974960876234682,0.0,0.578683934643786,0.9974960876234682,0.9330178606293357,0.0,0.0,0.0,0.0,0.13504221636016558,0.8181860215768821,0.0,0.0,0.0,0.0
122,0.0,1.0,0.0,0.39725859297750554,1.0,0.5095865196534273,0.0,0.0,0.0,0.0,0.022714289684243855,0.4893761423457152,0.0,0.0,0.04426784968642053,0.0
123,0.0,1.0,0.0,0.1616036011154058,1.0,0.13754612873669736,0.0,0.0,0.0,0.0,0.046771762062952305,0.13504221636016558,0.0,0.0,0.4879095679700409,0.0
124,0.0,1.0,0.0,0.5081199452777531,1.0,0.022714289684243855,0.0,0.0,0.0,0.0,0.4879095679700409,0.022714289684243855,0.0,0.0,0.8181860215768821,0.0
125,0.0,1.0,0.0,0.8649577836398342,1.0,0.002503912376531775,0.0,0.0,0.0,0.0,0.8624538712633025,0.002503912376531775,0.0,0.0,0.4893761423457152,0.0
126,0.0,1.0,0.0,0.9772857103157561,1.0,0.0,0.0,0.0,0.0,0.0,0.9772857103157561,0.0,0.0,0.0,0.13504221636016558,0.0
127,0.0,1.0,0.0,0.9974960876234682,1.0,0.0,0.0,0.0,0.0,0.0,0.9974960876234682,0.0,0.0,0.0,0.022714289684243855,0.0
128,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.002503912376531775,0.0
129,0.0,1.0,0.04426784968642053,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9557321503135794,0.04426784968642053,0.0,0.0,0.0,0.0
130,0.0,0.9557321503135794,0.4879095679700409,0.9557321503135794,1.0,0.0,0.0,0.0,0.0,0.0,0.5120904320299591,0.4879095679700409,0.0,0.0,0.0,0.0
131,0.0,0.5120904320299591,0.8624538712633025,0.5120904320299591,1.0,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,0.8624538712633025,0.0,0.0,0.0,0.0
132,0.0,0.13754612873669736,0.9772857103157561,0.18181397842311792,1.0,0.0,0.0,0.0,0.0,0.0,0.06698213937066438,0.9772857103157561,0.0,0.0,0.0,0.0
133,0.0,0.022714289684243855,0.9974960876234682,0.5106238576542848,1.0,0.0,0.0,0.0,0.0,0.0,0.4904134803465727,0.9974960876234682,0.0,0.0,0.0,0.04426784968642053
134,0.0,0.002503912376531775,1.0,0.8649577836398342,1.0,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,1.0,0.0,0.0,0.0,0.4879095679700409
135,0.0,0.0,1.0,0.9772857103157561,1.0,0.0,0.0,0.0,0.0,0.0,0.9772857103157561,0.9557321503135794,0.0,0.0,0.0,0.8181860215768821
136,0.0,0.0,1.0,0.9974960876234682,1.0,0.0,0.0,0.0,0.0,0.0,0.9974960876234682,0.5120904320299591,0.0,0.0,0.0,0.4893761423457152
137,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13754612873669736,0.0,0.0,0.0,0.13504221636016558
138,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022714289684243855,0.0,0.0,0.0,0.022714289684243855
139,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002503912376531775,0.0,0.0,0.0,0.002503912376531775
140,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,1.0,1.0,1.0,0.04426784968642053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,1.0,1.0,1.0,0.4879095679700409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,1.0,1.0,1.0,0.8624538712633025,0.0,0.0,0.0,0.0,0.9557321503135794,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,1.0,1.0,1.0,0.9330178606293357,0.0,0.0,0.0,0.0,0.5120904320299591,0.04426784968642053,0.04426784968642053,0.0,0.0,0.0
146,0.0,0.0,1.0,1.0,1.0,0.5538543693398477,0.0,0.0,0.0,0.0,0.13754612873669736,0.4879095679700409,0.4436417182836204,0.0,0.0,0.0
147,0.0,0.0,1.0,1.0,1.0,0.6254556967067383,0.0,0.0,0.0,0.0,0.022714289684243855,0.8624538712633025,0.37454430329326166,0.0,0.0,0.0
148,0.0,0.0,1.0,1.0,0.9557321503135794,0.8851681609475465,0.0,0.0,0.0,0.0,0.002503912376531775,0.9330178606293357,0.11483183905245352,0.0,0.0,0.0
149,0.0,0.0,1.0,0.9557321503135794,0.5563582817163796,0.9355217730058675,0.0,0.0,0.0,0.0,0.0,0.5095865196534273,0.020210377307712083,0.0,0.0,0.0
150,0.0,0.0,1.0,0.5563582817163796,0.6254556967067383,0.5538543693398477,0.0,0.0,0.0,0.0,0.0,0.13754612873669736,0.002503912376531775,0.0,0.0,0.0
151,0.0,0.0,1.0,0.6254556967067383,0.8851681609475465,0.6254556967067383,0.0,0.0,0.0,0.0,0.0,0.022714289684243855,0.0,0.0,0.0,0.0
152,0.0,0.0,1.0,0.8851681609475465,0.9797896226922879,0.8851681609475465,0.0,0.0,0.0,0.0,0.0,0.002503912376531775,0.0,0.0,0.0,0.0
153,0.0,0.0,1.0,0.9797896226922879,0.9974960876234682,0.9797896226922879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,1.0,0.9974960876234682,1.0,0.9974960876234682,0.0,0.0,0.0,0.0,0.0,0.04426784968642053,0.0,0.0,0.0,0.0
155,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4879095679700409,0.0,0.0,0.0,0.0
156,0.0,0.0,1.0,0.9557321503135794,1.0,0.9557321503135794,0.0,0.0,0.0,0.0,0.0,0.8624538712633025,0.0,0.0,0.0,0.0
157,0.0,0.0,1.0,0.5563582817163796,1.0,0.5563582817163796,0.0,0.0,0.0,0.0,0.0,0.9772857103157561,0.0,0.0,0.0,0.0
158,0.0,0.0,1.0,0.6254556967067383,1.0,0.6254556967067383,0.0,0.0,0.0,0.0,0.0,0.9974960876234682,0.0,0.0,0.0,0.0
159,0.0,0.0,1.0,0.8851681609475465,1.0,0.8851681609475465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
